"","Id","MSSubClass","MSZoning","LotArea","LotShape","LotConfig","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageType","GarageFinish","GarageCars","GarageArea","PavedDrive","WoodDeckSF","OpenPorchSF","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"73",73,60,"RL",10141,"IR1","Corner","Gilbert","Norm","1Fam","2Story",7,5,1998,1998,"Gable","VinylSd","VinylSd","BrkFace",40,"TA","TA","PConc","Gd","No","Unf",0,832,832,"Gd","Y","SBrkr",885,833,1718,0,0,2,1,3,"TA",7,1,"Attchd","Fin",2,427,"Y",0,94,12,2009,"WD","Normal",185000
"74",74,20,"RL",10200,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,7,1954,2003,"Gable","Wd Sdng","Wd Sdng","BrkFace",104,"TA","TA","CBlock","TA","No","ALQ",320,404,1086,"Gd","Y","SBrkr",1086,0,1086,1,0,1,0,3,"TA",6,0,"Attchd","Unf",2,490,"Y",0,0,5,2010,"WD","Normal",144900
"75",75,50,"RM",5790,"Reg","Corner","OldTown","Norm","1Fam","2Story",3,6,1915,1950,"Gambrel","VinylSd","VinylSd","None",0,"Gd","Gd","CBlock","Fa","No","Unf",0,840,840,"Gd","N","SBrkr",840,765,1605,0,0,2,0,3,"TA",8,0,"Detchd","Unf",1,379,"Y",0,0,5,2010,"WD","Normal",107400
"76",76,180,"RM",1596,"Reg","Inside","MeadowV","Norm","Twnhs","SLvl",4,5,1973,1973,"Gable","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","Gd","GLQ",462,0,462,"TA","Y","SBrkr",526,462,988,1,0,1,0,2,"TA",5,0,"BuiltIn","Unf",1,297,"Y",120,101,11,2009,"WD","Normal",91000
"77",77,20,"RL",8475,"IR1","Inside","NAmes","Norm","1Fam","1Story",4,7,1956,1956,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","No","ALQ",228,724,952,"Ex","Y","FuseA",952,0,952,0,0,1,0,2,"TA",4,0,"Detchd","Unf",1,283,"Y",0,0,4,2008,"WD","Normal",135750
"78",78,50,"RM",8635,"Reg","Inside","BrkSide","Norm","1Fam","1.5Fin",5,5,1948,2001,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","No","BLQ",336,295,672,"TA","Y","SBrkr",1072,213,1285,1,0,1,0,2,"TA",6,0,"Detchd","Unf",1,240,"Y",0,0,1,2008,"WD","Normal",127000
"79",79,90,"RL",10778,"Reg","Inside","Sawyer","Norm","Duplex","1Story",4,5,1968,1968,"Hip","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","No","Unf",0,1768,1768,"TA","N","SBrkr",1768,0,1768,0,0,2,0,4,"TA",8,0,"Attchd","Unf",0,0,"Y",0,0,4,2010,"WD","Normal",136500
"80",80,50,"RM",10440,"Reg","Corner","OldTown","Norm","1Fam","2Story",5,6,1910,1981,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","No","Unf",0,440,440,"Gd","Y","SBrkr",682,548,1230,0,0,1,1,2,"TA",5,0,"Detchd","Unf",2,440,"Y",74,0,5,2009,"WD","Normal",110000
"81",81,60,"RL",13000,"Reg","Corner","NAmes","Norm","1Fam","2Story",6,6,1968,1968,"Gable","VinylSd","VinylSd","BrkFace",576,"TA","Gd","CBlock","Gd","No","Rec",448,448,896,"TA","Y","SBrkr",1182,960,2142,0,0,2,1,4,"Gd",8,1,"Attchd","Fin",1,509,"Y",0,72,6,2009,"WD","Normal",193500
"82",82,120,"RM",4500,"Reg","FR2","Mitchel","Norm","TwnhsE","1Story",6,5,1998,1998,"Hip","VinylSd","VinylSd","BrkFace",443,"TA","Gd","PConc","Ex","No","GLQ",1201,36,1237,"Ex","Y","SBrkr",1337,0,1337,1,0,2,0,2,"TA",5,0,"Attchd","Fin",2,405,"Y",0,199,3,2006,"WD","Normal",153500
"83",83,20,"RL",10206,"Reg","Inside","Somerst","Norm","1Fam","1Story",8,5,2007,2007,"Gable","VinylSd","VinylSd","Stone",468,"TA","TA","PConc","Gd","No","GLQ",33,1530,1563,"Ex","Y","SBrkr",1563,0,1563,0,0,2,0,3,"Gd",6,1,"Attchd","RFn",3,758,"Y",144,99,10,2008,"WD","Normal",245000
"84",84,20,"RL",8892,"IR1","Inside","NAmes","Norm","1Fam","1Story",5,5,1960,1960,"Gable","MetalSd","MetalSd","BrkCmn",66,"TA","TA","CBlock","TA","No","Unf",0,1065,1065,"Gd","Y","SBrkr",1065,0,1065,0,0,1,1,3,"TA",6,0,"Detchd","Unf",2,461,"Y",74,0,7,2007,"COD","Normal",126500
"85",85,80,"RL",8530,"IR1","Inside","Gilbert","Norm","1Fam","SLvl",7,5,1995,1996,"Gable","HdBoard","HdBoard","BrkFace",22,"TA","TA","PConc","Gd","No","Unf",0,384,384,"Gd","Y","SBrkr",804,670,1474,0,0,2,1,3,"TA",7,1,"BuiltIn","Fin",2,400,"Y",120,72,5,2009,"WD","Normal",168500
"86",86,60,"RL",16059,"Reg","Corner","NoRidge","Norm","1Fam","2Story",8,5,1991,1992,"Hip","HdBoard","HdBoard","BrkFace",284,"Gd","TA","CBlock","Gd","No","Unf",0,1288,1288,"Ex","Y","SBrkr",1301,1116,2417,0,0,2,1,4,"Gd",9,1,"Attchd","Unf",2,462,"Y",127,82,4,2006,"WD","Normal",260000
"87",87,60,"RL",11911,"IR2","Inside","Gilbert","Norm","1Fam","2Story",6,5,2005,2005,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Av","Unf",0,684,684,"Ex","Y","SBrkr",684,876,1560,0,0,2,1,3,"Gd",6,1,"BuiltIn","Fin",2,400,"Y",100,38,3,2009,"WD","Normal",174000
"88",88,160,"FV",3951,"Reg","Corner","Somerst","Norm","TwnhsE","2Story",6,5,2009,2009,"Gable","VinylSd","VinylSd","Stone",76,"Gd","TA","PConc","Gd","Av","Unf",0,612,612,"Ex","Y","SBrkr",612,612,1224,0,0,2,1,2,"Gd",4,0,"Detchd","RFn",2,528,"Y",0,234,6,2009,"New","Partial",164500
"89",89,50,"C (all)",8470,"IR1","Corner","IDOTRR","Feedr","1Fam","1.5Fin",3,2,1915,1982,"Hip","Plywood","Plywood","None",0,"Fa","Fa","CBlock","TA","No","Unf",0,1013,1013,"TA","N","SBrkr",1013,0,1526,0,0,1,0,2,"Fa",6,0,"Attchd","Unf",0,0,"N",0,0,10,2009,"ConLD","Abnorml",85000
"90",90,20,"RL",8070,"Reg","Inside","CollgCr","Norm","1Fam","1Story",4,5,1994,1995,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","No","GLQ",588,402,990,"Ex","Y","SBrkr",990,0,990,1,0,1,0,3,"TA",5,0,"Attchd","Unf",0,0,"Y",0,0,8,2007,"WD","Normal",123600
"91",91,20,"RL",7200,"Reg","Inside","NAmes","Norm","1Fam","1Story",4,5,1950,1950,"Gable","BrkFace","Wd Sdng","None",0,"TA","TA","Slab","TA","No","Unf",0,0,0,"TA","Y","FuseA",1040,0,1040,0,0,1,0,2,"TA",4,0,"Detchd","Unf",2,420,"Y",0,29,7,2006,"WD","Normal",109900
"92",92,20,"RL",8500,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,3,1961,1961,"Hip","HdBoard","HdBoard","BrkCmn",203,"TA","TA","CBlock","TA","No","Rec",600,635,1235,"TA","Y","SBrkr",1235,0,1235,0,0,1,0,2,"TA",6,0,"Attchd","Unf",2,480,"Y",0,0,12,2006,"WD","Abnorml",98600
"93",93,30,"RL",13360,"IR1","Inside","Crawfor","Norm","1Fam","1Story",5,7,1921,2006,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","Gd","No","ALQ",713,163,876,"Ex","Y","SBrkr",964,0,964,1,0,1,0,2,"TA",5,0,"Detchd","Unf",2,432,"Y",0,0,8,2009,"WD","Normal",163500
"94",94,190,"C (all)",7200,"Reg","Corner","OldTown","Norm","2fmCon","2.5Unf",6,6,1910,1998,"Hip","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Mn","Rec",1046,168,1214,"Ex","N","SBrkr",1260,1031,2291,0,1,2,0,4,"TA",9,1,"Detchd","Unf",2,506,"Y",0,0,11,2007,"WD","Normal",133900
"95",95,60,"RL",9337,"IR1","Inside","CollgCr","Norm","1Fam","2Story",6,5,1997,1997,"Gable","VinylSd","VinylSd","None",0,"TA","Gd","PConc","Gd","No","GLQ",648,176,824,"Ex","Y","SBrkr",905,881,1786,1,0,2,1,3,"Gd",7,0,"Attchd","RFn",2,684,"Y",0,162,5,2007,"WD","Normal",204750
"96",96,60,"RL",9765,"IR2","Corner","Gilbert","Norm","1Fam","2Story",6,8,1993,1993,"Gable","VinylSd","VinylSd","BrkFace",68,"Ex","Gd","PConc","Gd","No","ALQ",310,370,680,"Gd","Y","SBrkr",680,790,1470,0,0,2,1,3,"TA",6,1,"BuiltIn","Fin",2,420,"Y",232,63,4,2009,"WD","Normal",185000
"97",97,20,"RL",10264,"IR1","Inside","CollgCr","Norm","1Fam","1Story",7,5,1999,1999,"Gable","VinylSd","VinylSd","BrkFace",183,"Gd","TA","PConc","Gd","Av","ALQ",1162,426,1588,"Ex","Y","SBrkr",1588,0,1588,0,0,2,0,3,"Gd",6,0,"Attchd","RFn",2,472,"Y",158,29,8,2006,"WD","Normal",214000
"98",98,20,"RL",10921,"Reg","Inside","Edwards","Norm","1Fam","1Story",4,5,1965,1965,"Hip","HdBoard","HdBoard","BrkFace",48,"TA","TA","CBlock","TA","No","Rec",520,440,960,"TA","Y","FuseF",960,0,960,1,0,1,0,3,"TA",6,0,"Attchd","Fin",1,432,"P",120,0,5,2007,"WD","Normal",94750
"99",99,30,"RL",10625,"Reg","Corner","Edwards","Norm","1Fam","1Story",5,5,1920,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","No","ALQ",108,350,458,"Fa","N","SBrkr",835,0,835,0,0,1,0,2,"TA",5,0,"Basment","Unf",1,366,"Y",0,0,5,2010,"COD","Abnorml",83000
"100",100,20,"RL",9320,"IR1","Inside","NAmes","Norm","1Fam","1Story",4,5,1959,1959,"Gable","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","No","ALQ",569,381,950,"Fa","Y","SBrkr",1225,0,1225,1,0,1,1,3,"TA",6,0,"Attchd","Unf",0,0,"Y",352,0,1,2010,"WD","Normal",128950
"101",101,20,"RL",10603,"IR1","Inside","NWAmes","Norm","1Fam","1Story",6,7,1977,2001,"Gable","Plywood","Plywood","BrkFace",28,"TA","TA","PConc","TA","Mn","ALQ",1200,410,1610,"Gd","Y","SBrkr",1610,0,1610,1,0,2,0,3,"Gd",6,2,"Attchd","RFn",2,480,"Y",168,68,2,2010,"WD","Normal",205000
"102",102,60,"RL",9206,"Reg","Inside","SawyerW","Norm","1Fam","2Story",6,5,1985,1985,"Gable","HdBoard","HdBoard","BrkFace",336,"Gd","TA","CBlock","Gd","No","Unf",0,741,741,"TA","Y","SBrkr",977,755,1732,0,0,2,1,3,"Gd",7,1,"Attchd","Fin",2,476,"Y",192,46,6,2010,"WD","Normal",178000
"103",103,90,"RL",7018,"Reg","Inside","SawyerW","Norm","Duplex","1Story",5,5,1979,1979,"Gable","HdBoard","HdBoard","None",0,"TA","Fa","Slab","TA","No","Unf",0,0,0,"TA","Y","SBrkr",1535,0,1535,0,0,2,0,4,"TA",8,0,"Attchd","Unf",2,410,"Y",0,0,6,2009,"WD","Alloca",118964
"104",104,20,"RL",10402,"IR1","Corner","CollgCr","Norm","1Fam","1Story",7,5,2009,2009,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","No","Unf",0,1226,1226,"Ex","Y","SBrkr",1226,0,1226,0,0,2,0,3,"Gd",6,0,"Attchd","RFn",3,740,"Y",0,36,5,2010,"WD","Normal",198900
"105",105,50,"RM",7758,"Reg","Corner","IDOTRR","Norm","1Fam","1.5Fin",7,4,1931,1950,"Gable","Stucco","Stucco","BrkFace",600,"TA","Fa","PConc","TA","No","LwQ",224,816,1040,"Ex","Y","FuseF",1226,592,1818,0,0,1,1,4,"TA",7,2,"Detchd","Unf",1,240,"Y",0,0,6,2007,"WD","Normal",169500
"106",106,60,"FV",9375,"Reg","Inside","Somerst","Norm","1Fam","2Story",8,5,2003,2004,"Hip","VinylSd","VinylSd","BrkFace",768,"Gd","TA","PConc","Ex","No","Unf",0,1053,1053,"Ex","Y","SBrkr",1053,939,1992,0,0,2,1,3,"Gd",9,1,"Attchd","RFn",2,648,"Y",140,45,8,2008,"WD","Normal",250000
"107",107,30,"RM",10800,"Reg","Inside","OldTown","Norm","1Fam","1Story",4,7,1885,1995,"Mansard","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","Fa","No","Unf",0,641,641,"Gd","Y","SBrkr",1047,0,1047,0,0,1,0,2,"TA",6,0,"Detchd","Unf",1,273,"N",0,0,8,2007,"WD","Normal",100000
"108",108,20,"RM",6000,"Reg","Inside","OldTown","Norm","1Fam","1Story",5,5,1948,1950,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","No","ALQ",104,516,789,"Ex","Y","SBrkr",789,0,789,0,0,1,0,2,"TA",5,0,"Detchd","Unf",1,250,"Y",0,0,4,2008,"WD","Partial",115000
"109",109,50,"RM",8500,"Reg","Corner","IDOTRR","Artery","1Fam","1.5Fin",5,7,1919,2005,"Gable","CemntBd","CmentBd","None",0,"TA","TA","CBlock","TA","No","Unf",0,793,793,"TA","N","FuseF",997,520,1517,0,0,2,0,3,"Fa",7,0,"Attchd","Unf",0,0,"N",0,0,8,2007,"WD","Normal",115000
"110",110,20,"RL",11751,"IR1","Inside","NWAmes","Norm","1Fam","1Story",6,6,1977,1977,"Hip","Plywood","Plywood","BrkFace",480,"TA","TA","CBlock","Gd","No","BLQ",705,1139,1844,"Ex","Y","SBrkr",1844,0,1844,0,0,2,0,3,"TA",7,1,"Attchd","RFn",2,546,"Y",0,122,1,2010,"COD","Normal",190000
"111",111,50,"RL",9525,"Reg","Inside","Edwards","Norm","1Fam","1.5Fin",6,4,1954,1972,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","No","Rec",444,550,994,"Gd","Y","SBrkr",1216,639,1855,0,0,2,0,4,"TA",7,0,"Attchd","Unf",1,325,"Y",182,0,10,2006,"WD","Normal",136900
"112",112,80,"RL",7750,"IR1","Inside","Gilbert","Norm","1Fam","SLvl",7,5,2000,2000,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","No","GLQ",250,134,384,"Ex","Y","SBrkr",774,656,1430,0,0,2,1,3,"TA",7,1,"BuiltIn","Fin",2,400,"Y",180,0,4,2010,"WD","Normal",180000
"113",113,60,"RL",9965,"Reg","Inside","CollgCr","Norm","1Fam","2Story",7,5,2007,2007,"Gable","VinylSd","VinylSd","Stone",220,"Gd","TA","PConc","Ex","Av","GLQ",984,280,1264,"Ex","Y","SBrkr",1282,1414,2696,1,0,2,1,4,"Ex",10,1,"BuiltIn","Fin",3,792,"Y",120,184,10,2007,"New","Partial",383970
"114",114,20,"RL",21000,"Reg","Corner","Crawfor","Norm","1Fam","1Story",6,5,1953,1953,"Hip","Wd Sdng","Wd Sdng","BrkFace",184,"TA","Gd","CBlock","Gd","Mn","ALQ",35,905,1809,"TA","Y","SBrkr",2259,0,2259,1,0,2,0,3,"Gd",7,2,"Basment","Unf",2,450,"Y",166,120,10,2007,"COD","Abnorml",217000
"115",115,70,"RL",7259,"IR1","Inside","Crawfor","Norm","1Fam","2Story",6,8,1945,2002,"Gambrel","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","No","ALQ",774,104,1028,"Ex","Y","SBrkr",1436,884,2320,1,0,2,1,3,"Gd",9,1,"Detchd","Unf",1,180,"Y",224,0,7,2007,"WD","Normal",259500
"116",116,160,"FV",3230,"Reg","Corner","Somerst","Norm","TwnhsE","2Story",6,5,1999,1999,"Gable","MetalSd","MetalSd","BrkFace",1129,"TA","TA","PConc","Gd","No","GLQ",419,310,729,"Gd","Y","SBrkr",729,729,1458,0,0,2,1,2,"TA",5,1,"Detchd","Unf",2,440,"Y",0,32,6,2007,"WD","Normal",176000
"117",117,20,"RL",11616,"Reg","Inside","Sawyer","Norm","1Fam","1Story",5,5,1962,1962,"Gable","Wd Sdng","Wd Sdng","BrkFace",116,"TA","TA","CBlock","TA","No","LwQ",170,252,1092,"TA","Y","SBrkr",1092,0,1092,0,1,1,0,3,"TA",6,1,"Attchd","Unf",1,288,"Y",0,20,9,2009,"WD","Normal",139000
"118",118,20,"RL",8536,"Reg","Corner","Edwards","Norm","1Fam","1Story",5,5,2006,2007,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","No","Unf",0,1125,1125,"Gd","Y","SBrkr",1125,0,1125,0,0,1,1,2,"TA",5,0,"Attchd","Unf",2,430,"Y",80,64,4,2007,"New","Partial",155000
"119",119,60,"RL",12376,"Reg","Corner","SawyerW","Norm","1Fam","2Story",7,5,1990,1990,"Hip","Plywood","Plywood","None",0,"TA","TA","PConc","Gd","Mn","GLQ",1470,203,1673,"Gd","Y","SBrkr",1699,1523,3222,1,0,3,0,5,"Gd",11,2,"Attchd","Unf",3,594,"Y",367,0,5,2010,"WD","Normal",320000
"120",120,60,"RL",8461,"Reg","Inside","CollgCr","Norm","1Fam","2Story",6,5,2005,2006,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","No","Unf",0,728,728,"Ex","Y","SBrkr",728,728,1456,0,0,2,1,3,"Gd",8,1,"Attchd","Fin",2,390,"Y",0,24,7,2006,"New","Partial",163990
"121",121,80,"RL",21453,"IR1","CulDSac","ClearCr","Norm","1Fam","SLvl",6,5,1969,1969,"Flat","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","Gd","ALQ",938,0,938,"Ex","Y","SBrkr",988,0,988,1,0,1,0,1,"TA",4,2,"Attchd","Unf",2,540,"Y",0,130,10,2006,"WD","Normal",180000
"122",122,50,"RM",6060,"Reg","Inside","IDOTRR","Norm","1Fam","1.5Fin",4,5,1939,1950,"Gable","AsbShng","AsbShng","None",0,"TA","TA","PConc","TA","No","Unf",0,732,732,"Gd","Y","SBrkr",772,351,1123,0,0,1,0,3,"TA",4,0,"Detchd","Unf",1,264,"P",0,0,6,2007,"WD","Normal",100000
"123",123,20,"RL",9464,"Reg","Corner","NAmes","Norm","1Fam","1Story",6,7,1958,1958,"Hip","MetalSd","MetalSd","BrkFace",135,"TA","Gd","CBlock","TA","No","BLQ",570,510,1080,"Gd","Y","SBrkr",1080,0,1080,0,0,1,0,3,"TA",5,0,"Attchd","Unf",1,288,"Y",0,0,6,2008,"WD","Normal",136000
"124",124,120,"RL",7892,"Reg","Inside","SawyerW","Norm","TwnhsE","1Story",6,5,1993,1993,"Gable","Plywood","Plywood","None",0,"Gd","TA","PConc","Gd","No","GLQ",300,899,1199,"Ex","Y","SBrkr",1199,0,1199,0,0,2,0,2,"Gd",5,0,"Attchd","RFn",2,530,"Y",0,63,3,2008,"WD","Normal",153900
"125",125,20,"RL",17043,"IR1","CulDSac","NWAmes","Norm","1Fam","1Story",6,5,1979,1998,"Gable","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","Gd","No","Unf",0,1362,1362,"TA","Y","SBrkr",1586,0,1586,0,0,2,0,3,"TA",7,1,"Attchd","Unf",2,435,"Y",192,0,1,2009,"WD","Normal",181000
"126",126,190,"RM",6780,"Reg","Inside","IDOTRR","Norm","2fmCon","1.5Fin",6,8,1935,1982,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","Fa","CBlock","TA","Av","GLQ",490,30,520,"Gd","N","SBrkr",520,0,754,1,0,1,0,2,"TA",5,0,"Attchd","Unf",0,0,"N",53,0,6,2006,"WD","Normal",84500
"127",127,120,"RL",4928,"IR1","Inside","NPkVill","Norm","TwnhsE","1Story",6,5,1976,1976,"Gable","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","No","ALQ",120,958,1078,"TA","Y","SBrkr",958,0,958,0,0,2,0,2,"TA",5,1,"Attchd","RFn",2,440,"Y",0,205,2,2007,"WD","Normal",128000
"128",128,45,"RM",4388,"IR1","Inside","OldTown","Feedr","1Fam","1.5Unf",5,7,1930,1950,"Gable","WdShing","Wd Sdng","None",0,"TA","Gd","BrkTil","TA","No","LwQ",116,556,672,"Ex","Y","SBrkr",840,0,840,0,0,1,0,3,"TA",5,1,"Attchd","Unf",0,0,"N",0,0,6,2007,"WD","Normal",87000
"129",129,60,"RL",7590,"Reg","Inside","NAmes","PosN","1Fam","2Story",6,5,1966,1966,"Gable","VinylSd","VinylSd","BrkFace",266,"TA","TA","CBlock","TA","No","BLQ",512,148,660,"TA","Y","SBrkr",660,688,1348,0,0,1,1,3,"TA",6,1,"Attchd","RFn",2,453,"Y",188,108,7,2006,"WD","Normal",155000
"130",130,20,"RL",8973,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,7,1958,1991,"Gable","Plywood","Plywood","BrkFace",85,"TA","TA","CBlock","TA","No","Rec",567,413,1008,"TA","Y","FuseA",1053,0,1053,0,1,1,1,3,"Ex",6,0,"2Types","RFn",2,750,"Y",0,80,7,2006,"WD","Abnorml",150000
"131",131,60,"RL",14200,"Reg","Corner","NAmes","Norm","1Fam","2Story",7,6,1966,1966,"Gable","MetalSd","MetalSd","BrkFace",309,"TA","TA","CBlock","TA","No","Rec",445,479,924,"Ex","Y","SBrkr",1216,941,2157,0,0,2,1,4,"Gd",8,2,"Attchd","Fin",2,487,"Y",105,66,5,2006,"WD","Normal",226000
"132",132,60,"RL",12224,"IR1","Corner","Gilbert","Norm","1Fam","2Story",6,5,2000,2000,"Gable","VinylSd","VinylSd","BrkFace",40,"Gd","TA","PConc","Gd","No","GLQ",695,297,992,"Ex","Y","SBrkr",1022,1032,2054,1,0,2,1,3,"Gd",7,1,"BuiltIn","RFn",2,390,"Y",24,48,7,2009,"WD","Normal",244000
"133",133,20,"RL",7388,"Reg","Corner","NAmes","Norm","1Fam","1Story",5,6,1959,2002,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","No","Rec",405,658,1063,"Gd","Y","SBrkr",1327,0,1327,1,0,1,0,3,"Gd",7,0,"Detchd","Unf",2,624,"Y",0,0,7,2007,"WD","Normal",150750
"134",134,20,"RL",6853,"IR1","Inside","Timber","Norm","1Fam","1Story",8,5,2001,2002,"Gable","VinylSd","VinylSd","BrkFace",136,"Gd","TA","PConc","Ex","No","GLQ",1005,262,1267,"Ex","Y","SBrkr",1296,0,1296,1,0,2,0,2,"Gd",6,0,"Attchd","Fin",2,471,"Y",192,25,6,2009,"WD","Normal",220000
"135",135,20,"RL",10335,"IR1","Inside","Sawyer","Norm","1Fam","1Story",5,6,1968,1993,"Gable","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","No","Rec",570,891,1461,"Gd","Y","SBrkr",1721,0,1721,0,0,2,1,3,"TA",7,1,"Attchd","RFn",2,440,"Y",0,96,7,2006,"WD","Normal",180000
"136",136,20,"RL",10400,"Reg","Inside","NWAmes","Norm","1Fam","1Story",7,6,1970,1970,"Hip","Plywood","Plywood","BrkFace",288,"TA","TA","PConc","TA","No","Unf",0,1304,1304,"Gd","Y","SBrkr",1682,0,1682,0,0,2,0,3,"TA",7,1,"Attchd","Unf",2,530,"Y",98,0,5,2008,"WD","Normal",174000
"137",137,20,"RL",10355,"IR1","Corner","NAmes","Norm","1Fam","1Story",5,5,1967,1967,"Gable","MetalSd","MetalSd","BrkFace",196,"TA","TA","CBlock","TA","No","BLQ",695,519,1214,"TA","Y","SBrkr",1214,0,1214,0,0,2,0,3,"TA",5,1,"Attchd","RFn",1,318,"Y",0,111,7,2007,"WD","Normal",143000
"138",138,90,"RL",11070,"Reg","Inside","Mitchel","Norm","Duplex","1Story",7,5,1988,1989,"Gable","VinylSd","VinylSd","BrkFace",70,"TA","TA","CBlock","TA","No","Unf",0,1907,1907,"Gd","Y","SBrkr",1959,0,1959,0,0,3,0,5,"TA",9,0,"2Types","Unf",3,766,"Y",0,0,7,2006,"WD","Family",171000
"139",139,60,"RL",9066,"IR1","Inside","CollgCr","Norm","1Fam","2Story",8,5,1999,2000,"Gable","VinylSd","VinylSd","BrkFace",320,"Gd","TA","PConc","Gd","Mn","GLQ",668,336,1004,"Ex","Y","SBrkr",1004,848,1852,0,0,2,1,3,"Gd",7,2,"Attchd","Fin",3,660,"Y",224,106,12,2008,"WD","Normal",230000
"140",140,60,"RL",15426,"IR1","Inside","CollgCr","Norm","1Fam","2Story",6,5,1997,1997,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","No","GLQ",821,107,928,"Ex","Y","SBrkr",928,836,1764,1,0,2,1,3,"Gd",7,0,"Attchd","RFn",2,470,"Y",276,99,8,2009,"WD","Normal",231500
"141",141,20,"RL",10500,"Reg","FR2","NAmes","Norm","1Fam","1Story",4,5,1971,1971,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","No","ALQ",432,432,864,"TA","Y","SBrkr",864,0,864,0,0,1,0,3,"TA",5,1,"Attchd","Unf",0,0,"Y",0,0,4,2010,"ConLI","Normal",115000
"142",142,20,"RL",11645,"Reg","Inside","CollgCr","Norm","1Fam","1Story",7,5,2005,2005,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Av","GLQ",1300,434,1734,"Ex","Y","SBrkr",1734,0,1734,1,0,2,0,3,"Gd",7,0,"Attchd","Fin",2,660,"Y",160,24,1,2006,"WD","Normal",260000
"143",143,50,"RL",8520,"Reg","Corner","NAmes","Artery","1Fam","1.5Fin",5,4,1952,1952,"Gable","BrkFace","Wd Sdng","None",0,"TA","Fa","CBlock","TA","No","Rec",507,403,910,"Fa","Y","SBrkr",910,475,1385,0,0,2,0,4,"TA",6,0,"Detchd","Unf",2,720,"Y",0,0,6,2010,"WD","Normal",166000
"144",144,20,"RL",10335,"IR1","Inside","CollgCr","Norm","1Fam","1Story",7,5,1999,1999,"Gable","VinylSd","VinylSd","BrkFace",183,"Gd","TA","PConc","Gd","Gd","GLQ",679,811,1490,"Ex","Y","SBrkr",1501,0,1501,1,0,2,0,3,"Gd",6,0,"Attchd","RFn",2,577,"Y",144,29,6,2009,"WD","Normal",204000
"145",145,90,"RM",9100,"Reg","Inside","Sawyer","RRAe","Duplex","1Story",5,5,1963,1963,"Gable","HdBoard","HdBoard","BrkFace",336,"TA","TA","CBlock","TA","No","Rec",1332,396,1728,"TA","Y","SBrkr",1728,0,1728,1,0,2,0,6,"TA",10,0,"Detchd","Unf",2,504,"Y",0,0,11,2006,"ConLI","Abnorml",125000
"146",146,160,"RM",2522,"Reg","Inside","Edwards","Norm","Twnhs","2Story",6,5,2004,2006,"Gable","VinylSd","VinylSd","Stone",50,"Gd","TA","PConc","Gd","No","Unf",0,970,970,"Ex","Y","SBrkr",970,739,1709,0,0,2,0,3,"Gd",7,0,"Detchd","Unf",2,380,"Y",0,40,4,2006,"WD","Normal",130000
